Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S106616489,Mallard,Anas platyrhynchos,515,3,US-KS,Douglas,L6345970,Baker Wetlands--Central,38.9208977,-95.2328342,2022-04-09,09:39 AM,eBird - Traveling Count,150,0,3.138,,2
S96899294,Mallard,Anas platyrhynchos,515,9,US-MO,Holt,L170028,Loess Bluffs NWR,40.068893,-95.23534,2021-10-30,11:07 AM,eBird - Traveling Count,320,1,16.592,,4
S120249074,Mallard,Anas platyrhynchos,515,2,US-MO,Holt,L170028,Loess Bluffs NWR,40.068893,-95.23534,2022-10-08,10:24 AM,eBird - Traveling Count,351,1,15.723,,1
S136990336,Mallard,Anas platyrhynchos,515,1,US-KS,Johnson,L20757631,"Cedar Creek Trail, Olathe",38.8618302,-94.8548533,2023-05-10,06:01 PM,eBird - Traveling Count,102,0,4.651,,2
S109367765,Mallard,Anas platyrhynchos,515,4,US-KS,Johnson,L2364943,Craig Crossing Park,38.9637024,-94.8143815,2022-05-08,02:50 PM,eBird - Traveling Count,25,1,1.239,,2
S137030377,Mallard,Anas platyrhynchos,515,1,US-KS,Johnson,L2956506,Forest Creek Park,38.9012815,-94.7371191,2023-05-11,06:20 AM,eBird - Traveling Count,57,1,3.428,,2
S127132261,Mallard,Anas platyrhynchos,515,5,US-KS,Johnson,L209591,KCP&L Wetlands,38.8014777,-94.9418021,2023-01-28,04:20 PM,eBird - Traveling Count,21,1,1.336,,1
S110971658,Mallard,Anas platyrhynchos,515,3,US-KS,Johnson,L1196180,Lake Lenexa & Black Hoof Park,38.9644909,-94.8400998,2022-05-22,10:31 AM,eBird - Traveling Count,75,1,6.325,,2
S133838242,Mallard,Anas platyrhynchos,515,1,US-KS,Johnson,L1196180,Lake Lenexa & Black Hoof Park,38.9644909,-94.8400998,2023-04-15,10:04 AM,eBird - Traveling Count,88,1,5.118,,2
S144617635,Mallard,Anas platyrhynchos,515,10,US-KS,Johnson,L1196180,Lake Lenexa & Black Hoof Park,38.9644909,-94.8400998,2023-07-15,09:17 AM,eBird - Traveling Count,90,0,6.116,,2
S165054154,Mallard,Anas platyrhynchos,515,2,US-KS,Johnson,L1196180,Lake Lenexa & Black Hoof Park,38.9644909,-94.8400998,2024-03-16,01:27 PM,eBird - Traveling Count,88,1,5.005,,1
S160055886,Mallard,Anas platyrhynchos,515,3,US-KS,Johnson,L6437423,Mill Creek Streamway--Craig Crossing Park - Prairie Star Pkwy.,38.9587873,-94.8036472,2024-01-28,01:11 PM,eBird - Traveling Count,116,0,10.59,,1
